Observation id,D4S3,,,,,,,,
,,,,,,,,,
Media file(s),,,,,,,,,
,,,,,,,,,
Player #1,/Users/lydiayu/Downloads/D4_S3_output.mp4,,,,,,,,
,,,,,,,,,
Observation date,9/13/19 0:45,,,,,,,,
,,,,,,,,,
Description,,,,,,,,,
,,,,,,,,,
Time offset (s),0,,,,,,,,
,,,,,,,,,
independent variables,,,,,,,,,
variable,value,,,,,,,,
visitors,YES,,,,,,,,
,,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Music
1598.96,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,START,YES
1599.46,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,STOP,YES
1602.97,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,feathers puffing,BEHAVIOR,,START,YES
1605.964,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,feathers puffing,BEHAVIOR,,STOP,YES
1609.467,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,STOP,YES
1609.974,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nibbling,BEHAVIOR,,START,NO
1612.98,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nibbling,BEHAVIOR,,STOP,NO
1617.977,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nibbling,BEHAVIOR,,START,NO
1640.474,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nibbling,BEHAVIOR,,STOP,NO
1647.012,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,START,NO
1647.508,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,STOP,NO
1649.511,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,NO
1650.015,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,START,YES
1650.511,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1659.515,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,standing on one leg,BEHAVIOR,,START,YES
1662.026,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,pruning,BEHAVIOR,,START,YES
1662.026,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,standing on one leg,BEHAVIOR,,STOP,YES
1664.532,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,pruning,BEHAVIOR,,STOP,YES
